year,state,Auto,Bus,Truck,Motorcycle
1929,Florida,289532.0,0.0,59316.0,1308.0
1929,Georgia,311255.0,0.0,50821.0,1138.0
1929,Hawaii,0.0,0.0,0.0,0.0
1929,Idaho,104634.0,150.0,14611.0,370.0
1929,Illinois,1412506.0,0.0,209869.0,6055.0
1929,Indiana,741827.0,6462.0,123284.0,2983.0
1929,Iowa,716062.0,0.0,72171.0,1726.0
1929,Kansas,508331.0,0.0,75675.0,1238.0
1929,Kentucky,298800.0,586.0,35750.0,727.0
1929,Louisiana,235998.0,0.0,48108.0,600.0
1929,Maine,148269.0,120.0,37772.0,1340.0
1929,Maryland,281240.0,600.0,40560.0,1986.0
1929,Massachusetts,718256.0,1988.0,101832.0,5568.0
1929,Michigan,1221683.0,0.0,182436.0,3985.0
1929,Minnesota,631105.0,361.0,101803.0,1900.0
1929,Mississippi,217854.0,0.0,33913.0,204.0
1929,Missouri,672290.0,0.0,88039.0,1898.0
1929,Montana,115771.0,0.0,26295.0,234.0
1929,Nebraska,376117.0,221.0,43272.0,972.0
1929,Nevada,25501.0,0.0,6980.0,95.0
1929,New Hampshire,95010.0,0.0,14365.0,1263.0
1929,New Jersey,697164.0,5361.0,137867.0,7464.0
1929,New Mexico,67253.0,72.0,12221.0,207.0
1929,New York,1923736.0,4536.0,355301.0,14840.0
1929,North Carolina,432616.0,193.0,58447.0,1298.0
1929,North Dakota,162217.0,0.0,26281.0,230.0
1929,Ohio,1563766.0,0.0,215757.0,9180.0
1929,Oklahoma,511537.0,0.0,63175.0,1196.0
1929,Oregon,236668.0,1037.0,33226.0,1796.0
1929,Pennsylvania,1519387.0,2522.0,225499.0,13375.0
1929,Rhode Island,113798.0,616.0,20589.0,1024.0
1929,South Carolina,205237.0,1133.0,27445.0,451.0
1929,South Dakota,181794.0,0.0,23682.0,207.0
1929,Tennessee,331282.0,1183.0,34691.0,1203.0
1929,Texas,1166765.0,1264.0,191170.0,4016.0
1929,Utah,95905.0,0.0,17818.0,525.0
1929,Vermont,84433.0,150.0,8863.0,487.0
1929,Virginia,329587.0,741.0,61795.0,2284.0
1929,Washington,380773.0,826.0,66207.0,2583.0
1929,West Virginia,229048.0,704.0,41653.0,1517.0
1929,Wisconsin,690232.0,540.0,107826.0,2851.0
1929,Wyoming,52106.0,0.0,9245.0,92.0
